;SMILES;ID;MolWt;TPSA;nRotB;HBD;HBA;LogP
1084;C1CN=C(N1)[C@H]1CCCC2=C1C=CC=C2;tetrahydrozoline ;200.1313485;24.39;1;1;2;2.1082
1085;CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12;dronedarone;556.2970935;88.85;18;1;6;7.049
1086;CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3;artemether ;298.1780239;46.15;1;0;5;2.8408
1087;CCN(CC)CCC[C@H](C)NC1=CC=NC2=CC(Cl)=CC=C12;chloroquine;319.1815255;28.16;8;1;3;4.8106
1088;CC[C@]1(NC(=O)N(C)C1=O)C1=CC=CC=C1;mephenytoin;218.1055277;49.41;2;1;2;1.4735
1089;CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;methadone;309.2092645;20.31;7;0;2;4.292
1090;CN(C)CCO[C@](C)(C1=CC=CC=C1)C1=CC=CC=N1;doxylamine ;270.1732133;25.36;6;0;3;2.9233
1091;C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4;dihydroartemisinin ;284.1623739;57.15;0;1;5;2.1867
1092;C[C@@H](C[N+](C)(C)C)OC(N)=O;bethanechol;161.1284542;52.32;3;1;2;0.1764
1093;O[C@@](CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1;trihexyphenidyl;301.2405646;23.47;5;1;2;4.3305
1094;CC[C@@]1(C)OC(=O)N(C)C1=O;paramethadione ;157.0738932;46.61;1;0;3;0.7637
1095;CCC[C@H](C)C1(CC=C)C(=O)NC(=O)NC1=O;secobarbital ;238.1317424;75.27;5;2;3;1.3511
1096;CN1C2=C(N(C[C@@H](O)CO)C=N2)C(=O)N(C)C1=O;dyphylline ;254.1015049;102.28;3;2;8;-2.2131
1097;C[C@H](CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C;promethazine ;284.1347196;6.48;3;0;3;4.2394
1098;CN(C)CCO[C@H](C1=CC=CC=C1)C1=CC=C(Br)C=C1;bromodiphenhydramine ;333.0728264;12.47;6;0;2;4.1167
1099;O[C@@](CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1;cycrimine;287.2249145;23.47;5;1;2;3.9404
1100;CCN(CC)[C@H](C)CN1C2=CC=CC=C2SC2=C1C=CC=C2;ethopropazine;312.1660198;6.48;5;0;3;5.0196
1101;CC(=O)C[C@H](C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O;warfarin ;308.104859;67.51;4;1;4;3.6096
1102;CC[C@]1(CCC(=O)NC1=O)C1=CC=CC=C1;glutethimide ;217.1102787;46.17;2;1;2;1.771
1103;O[C@](CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1;procyclidine ;287.2249145;23.47;5;1;2;3.9404
1104;CC[C@](O)(\C=C\Cl)C#C;ethchlorvynol;144.0341926;20.23;2;1;1;1.5132
1105;C[C@@H](N)CC1=CC=CC=C1;amphetamine;135.1047994;26.02;2;1;1;1.5763
1106;CN[C@]1(C)[C@H]2CC[C@H](C2)C1(C)C;mecamylamine ;167.1673997;12.03;1;1;1;2.4206
1107;C[N@@+]12CC[C@@H](CC1)[C@@H](C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1;clidinium;352.1907201;46.53;4;1;3;2.7045
1108;OCCOCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1;hydroxyzine;374.1761058;35.94;8;1;4;3.0559
1109;CN(C)CC[C@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1;brompheniramine;318.0731607;16.13;5;0;2;3.9277
1110;CCN1C(=O)N[C@H](C1=O)C1=CC=CC=C1;ethotoin ;204.0898776;49.41;2;1;2;1.2994
1111;CC(C)(C)C1=CC=C(CN2CCN(CC2)[C@H](C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1;buclizine;432.2332267;6.48;5;0;2;6.5447
1112;COC1=C(OC[C@H](O)COC(N)=O)C=CC=C1;methocarbamol;241.0950226;91.01;6;2;5;0.5302
1113;CC[C@H](C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O;phenprocoumon;280.1099444;50.44;3;1;3;4.0405
1114;C[C@H](CN(C)C)CN1C2=CC=CC=C2SC2=C1C=CC=C2;trimeprazine ;298.1503697;6.48;4;0;3;4.487
1115;CCCCN(CCCC)C[C@H](O)C1=CC(Cl)=CC2=C1C1=C(C=C(Cl)C=C1)\C2=C\C1=CC=C(Cl)C=C1;lumefantrine ;527.1549477;23.47;10;1;2;9.1517
1116;CCC#C[C@H](C)[C@@]1(CC=C)C(=O)NC(=O)N(C)C1=O;methohexital ;262.1317424;66.48;3;1;3;1.3066
1117;CN1CCCN=C1COC(=O)[C@](O)(C1CCCCC1)C1=CC=CC=C1;oxyphencyclimine ;344.2099928;62.13;5;1;5;2.7317
1118;CCN(CC)[C@H](C)C(=O)C1=CC=CC=C1;diethylpropion ;205.1466642;20.31;5;0;2;2.5996
1119;CSC1=CC2=C(SC3=CC=CC=C3N2CC[C@@H]2CCCCN2C)C=C1;thioridazine ;370.1537408;6.48;4;0;4;5.8856
1120;O[C@@](CCN1CCCCC1)([C@H]1C[C@@H]2C[C@H]1C=C2)C1=CC=CC=C1;biperiden;311.2249145;23.47;5;1;2;3.9624
1121;CCN(CC1=CC=NC=C1)C(=O)[C@@H](CO)C1=CC=CC=C1;tropicamide;284.1524779;53.43;6;1;3;2.2062
1122;CN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C;mepivacaine;246.1732133;32.34;2;1;2;2.72624
1123;CN(C)CC[C@](O)(C1=CC=CC=C1)C1=C(Cl)C=CC=C1;chlophedianol;289.1233419;23.47;5;1;2;3.5276
1124;NS(=O)(=O)C1=CC2=C(N[C@@H](CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F;bendroflumethiazide;421.0377826;118.36;3;3;5;1.6254
1125;NS(=O)(=O)C1=CC2=C(N[C@H](NS2(=O)=O)C(Cl)Cl)C=C1Cl;trichlormethiazide ;378.9021808;118.36;2;3;5;0.821
1126;NS(=O)(=O)C1=C(Cl)C=CC(=C1)[C@]1(O)NC(=O)C2=C1C=CC=C2;chlorthalidone ;338.0128055;109.49;2;3;4;0.9242
1127;CC[C@@]1(C)CC(=O)NC1=O;ethosuximide ;141.0789786;46.17;1;1;2;0.4492
1128;CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)N(C)C)C=C1;propiomazine ;340.1609344;23.55;5;0;4;4.8321
1129;NC1=C2C=CC=CC2=NC2=CC=CC=C12;acrisorcin ;194.0843983;38.91;0;1;2;2.9702
1130;CN1[C@H](CCl)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O;methyclothiazide ;358.9568032;109.57;2;2;5;0.5983
1131;CCCC[C@@H]1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1;oxyphenbutazone;324.1473925;60.85;5;1;3;3.4934
1132;CN1[C@H](CSCC(F)(F)F)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O;polythiazide ;438.9708812;109.57;4;2;6;1.655
1133;CC1=CC(OC[C@@H]2CNC(=O)O2)=CC(C)=C1;metaxalone ;221.1051933;47.56;3;1;3;1.79064
1134;CC[C@H]1NC(=O)C2=C(N1)C=C(Cl)C(=C2)S(N)(=O)=O;quinethazone ;289.0287899;101.29;2;3;4;0.8788
1135;CCCN[C@@H](C)C(=O)NC1=C(C)C=CC=C1;prilocaine ;220.1575633;41.13;5;2;2;2.32162
1136;CCN1C[C@H](CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1;doxapram ;378.2307282;32.78;6;0;3;3.1733
1137;O[C@H]1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2;oxazepam ;286.0509053;61.69;1;2;3;2.4479
1138;CC(C)NC[C@@H](O)COC1=CC=CC2=CC=CC=C12;propranolol;259.1572289;41.49;6;2;3;2.5775
1139;C[C@H](CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2;trimipramine ;294.2095988;6.48;4;0;2;4.121
1140;CN[C@]1(CCCCC1=O)C1=C(Cl)C=CC=C1;ketamine ;237.0920418;29.1;2;1;2;2.8978
1141;CCN(CC)C(=O)[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1OC(C)=O;benzquinamide;404.2311221;68.31;6;0;6;2.423
1142;NC1=NC(=O)[C@@H](O1)C1=CC=CC=C1;pemoline ;176.0585775;64.68;1;1;3;0.5992
1143;ClC(Cl)[C@H](C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1;mitotane ;317.953661;0;3;0;0;5.929
1144;CCCCN1CCCC[C@@H]1C(=O)NC1=C(C)C=CC=C1C;bupivacaine;288.2201635;32.34;5;1;2;3.89654
1145;FC(F)OC(F)(F)[C@H](F)Cl;enflurane;183.9714335;9.23;3;0;1;2.3528
1146;CCC1=C(C)NC2=C1C(=O)[C@@H](CN1CCOCC1)CC2;molindone;276.183778;45.33;3;1;3;1.96282
1147;O[C@]1(N2CCN=C2C2=C1C=CC=C2)C1=CC=C(Cl)C=C1;mazindol ;284.0716407;35.83;1;1;3;2.6092
1148;C[C@@H]1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)C(=O)N1C1=C(C)C=CC=C1;metolazone ;365.0600901;92.5;2;2;4;2.71412
1149;CC(C)N(CC[C@](C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C;disopyramide ;339.2310625;59.22;8;1;3;3.3619
1150;ClC1=CC(Cl)=C(CO[C@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1;miconazole ;413.9860238;27.05;6;0;3;6.4548
1151;CC(C)CC1=CC=C(C=C1)[C@H](C)C([O-])=O;ibuprofen;205.1234034;40.13;4;0;2;1.7385
1152;CCCCN(CCCC)C[C@@H](O)C1=CC(Cl)=CC2=C1C1=C(C=C(Cl)C=C1)\C2=C\C1=CC=C(Cl)C=C1;lumefantrine ;527.1549477;23.47;10;1;2;9.1517
1153;O[C@@H]1N=C(C2=C(Cl)C=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2;lorazepam;320.0119329;61.69;1;2;3;3.1013
1154;C[C@H](CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1;dobutamine ;301.1677936;72.72;7;4;4;2.9568
1155;NC[C@H](CC([O-])=O)C1=CC=C(Cl)C=C1;baclofen ;212.0483799;66.15;4;1;3;0.5223
1156;CN1C2=C(C=C(Cl)C=C2)C(=N[C@@H](O)C1=O)C1=CC=CC=C1;temazepam;300.0665553;52.9;1;1;3;2.4722
1157;CC(C)NC[C@@H](O)COC1=C(OCC=C)C=CC=C1;oxprenolol ;265.1677936;50.72;9;2;4;1.9891
1158;CC[C@]1(CCC(=O)NC1=O)C1=CC=C(N)C=C1;aminoglutethimide;232.1211778;72.19;2;2;3;1.3532
1159;CNC[C@@H](O)C1=CC=C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)=C1;dipivefrin ;351.204573;84.86;5;2;6;2.8424
1160;CC(C)NC[C@@H](O)COC1=CC=C(CC(N)=O)C=C1;atenolol ;266.1630426;84.58;8;3;4;0.4521
1161;C[C@H](N)C(=O)NC1=C(C)C=CC=C1C;tocainide;192.1262631;55.12;2;2;2;1.58914
1162;CC(C)NC[C@H](O)COC1=C2C=CNC2=CC=C1;pindolol ;248.1524779;57.28;6;3;3;1.9056
1163;C[C@H](C([O-])=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1;carprofen;272.0483799;55.92;2;1;2;2.8279
1164;ClC1=CC=C(CS[C@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1;sulconazole;396.0021525;17.82;6;0;3;6.518
1165;ClC1=CC=C(CO[C@@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1;econazole;380.0249961;27.05;6;0;3;5.8014
1166;C[C@@H](C([O-])=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1;ketoprofen ;253.0870179;57.2;4;0;3;1.771
1167;C[C@@H](C([O-])=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1;flurbiprofen ;243.0826814;40.13;3;0;2;2.3461
1168;FC(F)(F)COC1=CC(C(=O)NC[C@H]2CCCCN2)=C(OCC(F)(F)F)C=C1;flecainide ;414.1378118;59.59;7;2;4;3.4407
1169;COCCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C;nimodipine ;418.1740012;117;8;1;8;2.9708
1170;C[C@@H](N)COC1=C(C)C=CC=C1C;mexiletine ;179.1310142;35.25;3;1;2;2.02944
1171;CCCC(=O)NC1=CC(C(C)=O)=C(OC[C@@H](O)CNC(C)C)C=C1;acebutolol ;336.2049074;87.66;10;3;5;2.3655
1172;CCC1=C2NC3=C(CCO[C@@]3(CC)CC([O-])=O)C2=CC=C1;etodolac ;286.1448671;65.15;4;1;3;2.0483
1173;CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1;fluoxetine ;309.1340489;21.26;6;1;2;4.435
1174;CC(C)COC[C@@H](CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1;bepridil ;366.2671137;15.71;10;0;3;4.8302
1175;COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)[C@H]1CCCO1;terazosin;387.1906543;103.04;4;1;8;1.0568
1176;CC(C)[N@@+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](CO)C1=CC=CC=C1;ipratropium;332.2220202;46.53;5;1;3;2.8541
1177;CCCNC[C@@H](O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1;propafenone;341.1990937;58.56;11;2;4;3.2414
1178;C[C@H](C[N+](C)(C)C)OC(C)=O;methacholine ;160.1332052;26.3;3;0;2;0.6442
1179;CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCC(=O)N2;carteolol;292.1786926;70.59;5;3;4;1.6991
1180;CC(C)NC[C@@H](O)COC1=CC=C(CCOCC2CC2)C=C1;betaxolol;307.2147438;50.72;11;2;4;2.3934
1181;COC(=O)CCC1=CC=C(OC[C@H](O)CNC(C)C)C=C1;esmolol;295.1783583;67.79;9;2;5;1.5299
1182;C[C@H](C([O-])=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1;suprofen ;259.0434388;57.2;4;0;4;1.8325
1183;C[C@H](N)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2;rimantadine;179.1673997;26.02;1;1;1;2.55
1184;CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO;everolimus ;957.5813563;204.66;9;3;14;6.1972
1185;CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1C1=C(Cl)C=CC=C1)C(=O)OC;amlodipine ;408.1451996;99.88;8;2;7;2.2663
1186;COC1=CC([C@H](O)CNC(=O)CN)=C(OC)C=C1;midodrine;254.1266571;93.81;6;3;5;-0.1879
1187;CCOC(=O)C1=C(C)NC(C)=C([C@H]1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC;felodipine ;383.0691134;64.63;4;1;5;3.9643
1188;[O-]C(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1;levocetirizine ;387.1480939;55.84;8;0;5;1.8135
1189;CC(C)NC[C@H](O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C;metipranolol ;309.1940083;67.79;7;2;5;2.27486
1190;CC(C)NC[C@@H](O)COC1=CC=C(COCCOC(C)C)C=C1;bisoprolol ;325.2253085;59.95;12;2;5;2.3659
1191;CN1C2=C(C3=CC=CC=C13)C(=O)[C@@H](CN1C=CN=C1C)CC2;ondansetron;293.1528122;39.82;2;0;4;3.12852
1192;CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(N3CCN[C@@H](C)C3)C(F)=C12;lomefloxacin ;350.1321715;77.4;3;1;6;0.4612
1193;FC(F)O[C@@H](F)C(F)(F)F;desflurane ;168.000984;9.23;2;0;1;2.0835
1194;CCCCN(CCCC)CC[C@H](O)C1=CC2=C(C=C(Cl)C=C2Cl)C2=C1C=CC(=C2)C(F)(F)F;halofantrine ;499.1656546;23.47;10;1;2;8.6443
1195;COC1=C(OCCNC[C@H](O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1;carvedilol ;406.1892573;75.74;10;3;5;3.738
1196;C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F;bicalutamide ;430.0610408;107.26;5;2;5;2.87958
1197;COC1=CC2=C(C=C1OC)C(=O)[C@H](CC1CCN(CC3=CC=CC=C3)CC1)C2;donepezil;379.2147438;38.77;6;0;4;4.3611
1198;C[C@@H]1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C([O-])=O;grepafloxacin;358.1572433;77.4;3;1;6;0.94552
1199;O=C1N([C@@H]2CCC(=O)NC2=O)C(=O)C2=C1C=CC=C2;thalidomide;258.0640568;83.55;1;1;4;0.0878
1200;NC1=NC[C@H]2N1C1=CC=CC=C1CC1=C2C=CC=C1;epinastine ;249.1265975;41.62;0;1;3;2.4668
1201;C[C@H](O)C([O-])=O;lactic acid;89.0244176;60.36;1;1;3;-1.8829
1202;CC#CC[C@@H](C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC([O-])=O;iloprost ;359.2227831;80.59;8;2;4;2.2066
1203;NC1=CC=CC2=C1CN([C@H]1CCC(=O)NC1=O)C2=O;lenalidomide ;259.0956913;92.5;1;2;4;0.0298
1204;CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCC[C@@H](O)C2=N1;paliperidone ;426.2067189;84.39;4;1;7;3.08132
1205;CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2;methantheline;340.1907201;35.53;6;0;3;3.9538
1206;NC[C@H](O)C1=CC(O)=C(O)C=C1;norepinephrine ;169.0738932;86.71;2;4;4;0.0899
1207;CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1;phentolamine ;281.1528122;47.86;4;2;4;2.84042
1208;COC1=CC2=CC=CN=C2C(N[C@H](C)CCCN)=C1;primaquine ;259.1684623;60.17;6;2;4;2.7827
1209;COC1=CC2=CC=CN=C2C(N[C@@H](C)CCCN)=C1;primaquine ;259.1684623;60.17;6;2;4;2.7827
1210;CC[N+](C)(CC)CCOC(=O)[C@](O)(C1CCCCC1)C1=CC=CC=C1;oxyphenonium ;348.2533204;46.53;8;1;3;3.4841
1211;CC[N+](C)(CC)CCOC(=O)[C@@](O)(C1CCCCC1)C1=CC=CC=C1;oxyphenonium ;348.2533204;46.53;8;1;3;3.4841
1212;CCC(C)(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C;ergoloid ;591.3420695;118.21;5;3;6;2.9107
1213;CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1;benztropine;307.1936144;12.47;4;0;2;4.4178
1214;CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1;cyclizine;266.1782987;6.48;3;0;2;3.0234
1215;COC1=CC=C2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5OC1=C2[C@]45CCN3C;dihydrocodeine ;301.1677936;41.93;1;1;4;1.7251
1216;CC(=O)C1=CC=C2N(CCCN3CCN(CCO)CC3)C3=C(SC2=C1)C=CC=C3;acetophenazine ;411.1980482;47.02;7;1;6;3.4919
1217;NC(N)=NCCN1CCCCCCC1;guanethidine ;198.1844467;67.64;3;2;2;0.5259
1218;CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1;methysergide ;353.2103271;57.5;4;2;4;1.9351
1219;CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(CCO)CC2)C=C1;carphenazine ;425.2136982;47.02;8;1;6;3.882
1220;CC(C)NC[C@@H](O)C1=CC(O)=CC(O)=C1;metaproterenol ;211.1208434;72.72;4;4;4;1.1292
1221;CC(C)NC[C@H](O)C1=CC(O)=CC(O)=C1;metaproterenol ;211.1208434;72.72;4;4;4;1.1292
1222;NCC1=CC=C(C=C1)S(N)(=O)=O;mafenide ;186.0462986;86.18;2;2;3;-0.2073
1223;CN1CCCC[C@@H]1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)[S@@](C)=O;mesoridazine ;386.1486555;23.55;4;0;4;4.9011
1224;CN1CCCC[C@H]1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)[S@@](C)=O;mesoridazine ;386.1486555;23.55;4;0;4;4.9011
1225;[O-]C(=O)[C@H]1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2;clorazepate;313.0385434;81.59;2;1;4;1.248
1226;CC(C)(C)NC[C@H](O)C1=CC(O)=CC(O)=C1;terbutaline;225.1364935;72.72;3;4;4;1.5193
1227;[O-]C(=O)[C@@H]1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2;clorazepate;313.0385434;81.59;2;1;4;1.248
1228;CC(C)(C)NC[C@@H](O)C1=CC(O)=CC(O)=C1;terbutaline;225.1364935;72.72;3;4;4;1.5193
1229;CN1CCC(CC1)=C1C2=C(CCC3=CC=CN=C13)C=CC=C2;azatadine;290.1782987;16.13;0;0;2;3.7077
1230;CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1;clemastine ;343.1702921;12.47;6;0;2;5.1044
1231;CNC(NC)=NCC1=CC=CC=C1;bethanidine;177.1265975;36.42;2;2;1;0.9814
1232;N\C(NC1=CC=C(Cl)C=C1)=N/C(/N)=N/CCCCCC\N=C(/N)\N=C(/N)NC1=CC=C(Cl)C=C1;chlorhexidine;504.2031963;177.58;9;6;2;3.3366
1233;NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(N)=O;desmopressin ;1068.426955;437.91;19;13;15;-4.3417
1234;CSCC[C@H](NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC([O-])=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O;ceruletide ;1349.433985;557.06;38;15;21;-7.1847
1235;CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3C=C[C@@H]4O)=CC=C5O;morphine ;285.1364935;52.93;0;2;4;1.1981
1236;CN1CCC[C@H]1C1=CC=CN=C1;nicotine ;162.1156984;16.13;1;0;2;1.8483
1237;CC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1OC(=O)C1=CC=C(C)C=C1)[C@@H](O)CNC(C)(C)C;bitolterol ;461.2202231;84.86;7;2;6;5.16334
1238;CC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1OC(=O)C1=CC=C(C)C=C1)[C@H](O)CNC(C)(C)C;bitolterol ;461.2202231;84.86;7;2;6;5.16334
1239;CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1;penbutolol ;291.2198292;41.49;6;2;3;3.472
1240;CC(C)(C)NC[C@H](O)C1=CC=C(O)C(CO)=N1;pirbuterol ;240.1473925;85.61;4;4;5;0.701
1241;CC(C)(C)NC[C@@H](O)C1=CC=C(O)C(CO)=N1;pirbuterol ;240.1473925;85.61;4;4;5;0.701
1242;CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1;sufentanil ;386.2027992;32.78;8;0;4;4.2148
1243;ClC1=CC=C(CC[C@H](CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1;butoconazole ;410.0178026;17.82;7;0;3;6.637
1244;ClC1=CC=C(CC[C@@H](CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1;butoconazole ;410.0178026;17.82;7;0;3;6.637
1245;NC(=[NH2+])C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=[NH2+])C=C1;pentamidine;342.2044789;121.68;10;4;2;-0.7565
1246;CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1;milrinone;211.0745619;69.54;1;1;3;1.617
1247;CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1;pipecuronium ;602.4760093;59.08;4;0;6;3.6335
1248;C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1;octreotide ;1018.44048;332.22;17;13;14;-0.8054
1249;COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)[C@H]1COC2=C(O1)C=CC=C2;doxazosin;451.1855689;112.27;4;1;9;1.7178
1250;COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)[C@@H]1COC2=C(O1)C=CC=C2;doxazosin;451.1855689;112.27;4;1;9;1.7178
1251;CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)NNC(N)=O;goserelin;1269.648716;495.13;31;18;15;-4.7157
1252;CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)NCC(N)=O;nafarelin;1322.642902;473.87;33;17;14;-3.2329
